No.,TITLE,AUTHOR,ACCESSION NO.,CALL NUMBER,DATE ACQUIRED,Summary,Keywords,General_Category,Sub_Category,Like,Dislike
2903,Corpus Juris Secundum     Volume 56-57 (1992),,4255-4256kh,KH345.5 C817,,"""Corpus Juris Secundum Volumes 56-57"" is part of a comprehensive legal encyclopedia series that provides a detailed commentary and analysis of U.S. law. These specific volumes cover a range of legal topics, offering authoritative interpretations, case law references, and legal principles that are essential for practitioners, scholars, and students. The content is meticulously organized to facilitate research and enhance understanding of complex legal issues.","law, encyclopedia, legal principles, case law, statutes",Law,Legal Reference,5,5
2904,Corpus Juris Secundum     Volume 58 (1948),,4257kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 58"" is part of a comprehensive legal encyclopedia that provides detailed explanations and interpretations of American law as of 1948. This volume covers various legal principles, case law, and statutory developments, serving as a critical reference for legal professionals seeking to understand or apply legal concepts in practice.","legal encyclopedia, case law, statutes, U.S. law, reference",Law,Legal Reference,9,18
2905,Corpus Juris Secundum     Volume 59 (1949),,4258kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 59"" is part of a comprehensive legal encyclopedia that provides a detailed analysis of American case law and statutes as of 1949. This volume offers in-depth coverage of various legal topics, serving as an essential reference for legal professionals seeking to understand the intricacies of U.S. law and its application.","legal encyclopedia, American law, case law, legal interpretation, legal reference",Law,Legal Reference,8,6
2906,Corpus Juris Secundum     Volume 60-60a (1969),,4259-4260kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 60-60a"" is part of a comprehensive legal encyclopedia that systematically compiles and explains American law as it stands. This volume delves into specific legal topics, providing detailed analyses, case law references, and interpretations to aid legal professionals in understanding and applying the law accurately.","legal encyclopedia, case law, statutes, precedent, reference",Law,Legal Reference,13,9
2907,Corpus Juris Secundum     Volume 61-61a (1970),,4261-4262kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 61-61a (1970)"" is a comprehensive legal encyclopedia that provides detailed explanations and interpretations of case law and statutes in the United States. This volume focuses on specific legal topics, offering practitioners and scholars a valuable resource for understanding legal precedents and principles. It serves as a reference for attorneys needing authoritative guidance on various legal issues.","legal encyclopedia, American law, case law, statutes, legal principles",Law,Legal Reference,14,13
2908,Corpus Juris Secundum     Volume 62 (1949),,4263kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 62"" is part of a comprehensive multi-volume legal encyclopedia that covers the broad spectrum of American law as of 1949. This volume includes detailed commentary, analysis, and references to case law, statutes, and regulations, providing legal practitioners and scholars with authoritative legal information and insights. It serves as a critical resource for understanding legal principles and precedents across various topics.","law, encyclopedia, legal principles, case law, reference",Law,Legal Reference,15,16
2909,Corpus Juris Secundum     Volume 63-64 (1950),,4264-4265kh,KH345.5 C817,,"""Corpus Juris Secundum"" is a comprehensive legal encyclopedia that provides detailed explanations of U.S. law. Volumes 63-64, published in 1950, cover various legal principles and case law, offering authoritative guidance for legal professionals. The volumes serve as a reference for understanding legal precedents and interpretations across different areas of law.","legal encyclopedia, case law, statutes, legal principles, United States",Law,Legal Reference,15,15
2910,Corpus Juris Secundum     Volume 65-65a (1966),,4266-4267kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 65-65a"" is a comprehensive legal encyclopedia that provides an extensive overview of case law, statutes, and legal principles in the United States as of 1966. It serves as a critical reference for legal professionals, offering detailed explanations and interpretations of various legal topics, including constitutional law, contracts, and property law, among others. This volume is part of a larger series that aims to cover the entirety of American law with authoritative and systematically arranged content.","legal, encyclopedia, United States, case law, analysis",Law,Legal Reference,14,17
2911,Corpus Juris Secundum     Volume 66 (1950),,4268kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 66 (1950)"" is part of an extensive legal encyclopedia series that provides a comprehensive analysis of United States law. This volume focuses on specific legal topics, offering detailed commentary, case law references, and interpretations that aid legal professionals in understanding and applying the law accurately.","legal encyclopedia, American law, case law, legal research, legal precedents",Law,Legal Reference,6,10
2912,Corpus Juris Secundum     Volume 67 (1970),,4269kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 67 (1970)"" is part of a comprehensive legal encyclopedia that offers in-depth coverage and analysis of American law. This volume focuses on specific legal topics, providing detailed explanations, case law references, and legal precedents to assist legal professionals in understanding and applying the law. It serves as a valuable resource for legal research and reference.","legal encyclopedia, U.S. law, case law, jurisprudence, legal reference",Law,Legal Reference,7,20
2913,Corpus Juris Secundum     Volume 67a (1978),,4270kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 67a (1978)"" is a comprehensive legal encyclopedia that provides detailed coverage of U.S. law as it stood at the time. This volume delves into specific legal principles, interpretations, and case law, offering a thorough reference for legal scholars, practitioners, and students. It is part of a broader series that serves as an authoritative resource for understanding the complexities of American jurisprudence.","legal, encyclopedia, jurisprudence, case law, statutory",Law,Legal Reference,13,13
2914,Corpus Juris Secundum     Volume 68 (1950),,4271kh,KH345.5 C817,,"""Corpus Juris Secundum Volume 68 (1950)"" is part of an extensive legal encyclopedia that provides a comprehensive compilation of American jurisprudence as of the mid-20th century. This volume covers various legal principles, doctrines, and case law, serving as an authoritative reference for legal professionals. The content is meticulously organized to include commentary, explanations, and interpretations of statutory and common law.","legal encyclopedia, American law, case law, statutory interpretation, legal reference",Law,Legal Reference,16,6
